chr= 1A
marker	composite	KPxKC_2012_1A	SynOp_GBS_antmap_1A	SynOp_GBS_binmap_1A	wsnp2013_1A
synopGBS615	157.69	135.59	224	NA
synopGBS101867	157.69	NA	222	NA
synopGBS101868	157.69	NA	222	NA
synopGBS122176	157.69	NA	222	NA
synopGBS122177	157.69	NA	222	NA
synopGBS123208	157.69	NA	222	NA
synopGBS123209	157.69	NA	222	NA
synopGBS123886	157.69	NA	222	NA
synopGBS105216	157.69	NA	222	NA
synopGBS108357	157.69	NA	222	NA
synopGBS113254	157.69	NA	222	NA
synopGBS118721	157.69	NA	222	NA
synopGBS114790	157.69	NA	222	NA
synopGBS116425	157.69	NA	222	NA
synopGBS124964	157.69	NA	222	NA
synopGBS124965	157.69	NA	222	NA
synopGBS106199	157.69	NA	222	NA
synopGBS110896	157.69	NA	222	NA
synopGBS110897	157.69	NA	222	NA
synopGBS124777	157.69	NA	222	NA
synopGBS124778	157.69	NA	222	NA
synopGBS129398	157.69	NA	222	NA
synopGBS129399	157.69	NA	222	NA
synopGBS121309	157.69	NA	223	NA
synopGBS101171	157.69	NA	223	NA
synopGBS108718	157.69	NA	223	NA
synopGBS105090	157.69	NA	223	NA
synopGBS107578	157.69	NA	223	NA
synopGBS100407	157.69	NA	223	NA
synopGBS107965	157.69	NA	223	NA
synopGBS107966	157.69	NA	223	NA
synopGBS121434	157.69	NA	223	NA
synopGBS126933	157.69	NA	223	NA
synopGBS126934	157.69	NA	223	NA
synopGBS126935	157.69	NA	223	NA
synopGBS121359	157.69	NA	224	NA
synopGBS112760	157.69	NA	224	NA
synopGBS121360	157.69	NA	224	NA
IWA1472	158.46	NA	NA	158.46
synopGBS116803	158.69	NA	225	NA
synopGBS109440	158.69	NA	225	NA
synopGBS109652	158.69	NA	225	NA
synopGBS122651	158.69	NA	225	NA
synopGBS124693	158.69	NA	225	NA
synopGBS124807	158.69	NA	225	NA
synopGBS111026	161.69	NA	229	NA
synopGBS112390	162.69	NA	230	NA
synopGBS125541	162.69	NA	230	NA
synopGBS116271	162.69	NA	230	NA
synopGBS118712	162.69	NA	230	NA
synopGBS100285	162.69	NA	230	NA
synopGBS119939	163.69	NA	231	NA
IWA723	163.82	NA	NA	163.82
IWA8566	164.32	NA	NA	164.32
synopGBS101045	164.69	NA	232	NA
synopGBS122802	164.69	NA	232	NA
synopGBS122803	164.69	NA	232	NA
synopGBS124292	164.69	NA	232	NA
synopGBS115533	164.69	NA	232	NA
synopGBS115534	164.69	NA	232	NA
synopGBS115535	164.69	NA	232	NA
synopGBS115536	164.69	NA	232	NA
synopGBS119064	164.69	NA	232	NA
synopGBS119065	164.69	NA	232	NA
synopGBS122825	164.69	NA	232	NA
synopGBS107429	165.69	NA	233	NA
synopGBS110397	165.69	NA	233	NA
synopGBS112144	165.69	NA	233	NA
synopGBS113415	165.69	NA	233	NA
synopGBS113416	165.69	NA	233	NA
synopGBS113417	165.69	NA	233	NA
synopGBS113418	165.69	NA	233	NA
IWA6879	166.25	NA	NA	166.25
synopGBS29	166.69	139.16	235	NA
synopGBS30	166.69	139.16	235	NA
synopGBS102554	166.69	NA	234	NA
synopGBS110392	166.69	NA	234	NA
synopGBS129385	166.69	NA	234	NA
synopGBS129386	166.69	NA	234	NA
IWA3552	167.72	NA	NA	167.72
IWA670	167.72	NA	NA	167.72
IWA1268	173.58	NA	NA	173.58
IWA634	173.9	NA	NA	173.9
IWA8383	173.9	NA	NA	173.9
IWA1267	173.9	NA	NA	173.9
IWA6045	179.05	NA	NA	179.05
IWA2474	186.9	NA	NA	186.9
IWA3221	188.45	NA	NA	188.45
IWA8064	191.07	NA	NA	191.07
IWA2564	191.57	NA	NA	191.57
IWA1816	193.34	NA	NA	193.34
IWA1817	193.34	NA	NA	193.34
IWA4717	203.34	NA	NA	203.34
IWA5732	218.27	NA	NA	218.27
IWA5666	218.62	NA	NA	218.62
IWA2212	219.26	NA	NA	219.26
IWA5709	219.26	NA	NA	219.26
IWA6538	230.02	NA	NA	230.02
IWA6536	230.02	NA	NA	230.02
IWA4773	230.02	NA	NA	230.02
IWA6141	230.02	NA	NA	230.02
IWA6179	230.02	NA	NA	230.02
IWA5204	231.03	NA	NA	231.03
IWA6140	231.03	NA	NA	231.03
synopGBS115690	235	NA	235	NA
synopGBS121702	235	NA	235	NA
synopGBS129037	235	NA	235	NA
synopGBS129038	235	NA	235	NA
IWA7498	235.83	NA	NA	235.83
IWA7621	235.83	NA	NA	235.83
IWA4246	235.83	NA	NA	235.83
synopGBS106229	236	NA	236	NA
synopGBS112773	236	NA	236	NA
synopGBS115423	236	NA	236	NA
IWA4245	239.17	NA	NA	239.17
IWA8441	239.97	NA	NA	239.97
IWA2431	240.56	NA	NA	240.56
IWA3947	240.88	NA	NA	240.88
IWA1046	241.19	NA	NA	241.19
IWA4568	243.25	NA	NA	243.25
chr= 6D
marker	composite	Aegilops2009_6D	SynOp_GBS_antmap_6D	SynOp_GBS_binmap_6D
BE518142-6D	0	0	NA	NA
synopGBS127655	0	NA	NA	0
synopGBS126647	0	NA	NA	0
synopGBS101344	0	NA	NA	0
synopGBS107388	0	NA	NA	0
synopGBS107389	0	NA	NA	0
synopGBS102664	0	NA	NA	0
synopGBS120708	0	NA	NA	0
synopGBS114523	0	NA	NA	0
synopGBS101264	0	NA	NA	0
synopGBS101265	0	NA	NA	0
synopGBS101266	0	NA	NA	0
synopGBS123268	0	NA	NA	0
synopGBS112269	0	NA	NA	0
synopGBS112270	0	NA	NA	0
synopGBS100388	0	NA	NA	0
synopGBS100389	0	NA	NA	0
synopGBS106728	0	NA	NA	0
synopGBS106729	0	NA	NA	0
synopGBS106730	0	NA	NA	0
synopGBS106731	0	NA	NA	0
BF482769-6D	0.14	0.14	NA	NA
synopGBS934	0.45	NA	0	0
synopGBS100102	1	NA	NA	1
synopGBS127488	1	NA	NA	1
synopGBS121651	1	NA	NA	1
synopGBS124461	1	NA	NA	1
synopGBS112925	1	NA	NA	1
synopGBS112926	1	NA	NA	1
synopGBS125811	1	NA	NA	1
synopGBS107104	1	NA	NA	1
synopGBS103493	1	NA	NA	1
synopGBS123681	1	NA	NA	1
synopGBS120813	1	NA	NA	1
synopGBS107863	1	NA	NA	1
synopGBS115220	1	NA	NA	1
Xpsr899.1-6D	1.38	1.38	NA	NA
synopGBS1345	2	NA	1.55	NA
synopGBS1422	2	NA	1.55	2
synopGBS907	2	NA	1.55	2
synopGBS127790	2	NA	NA	2
synopGBS114795	2	NA	NA	2
synopGBS114796	2	NA	NA	2
synopGBS127933	2	NA	NA	2
synopGBS102553	2	NA	NA	2
synopGBS100833	2	NA	NA	2
synopGBS124914	2	NA	NA	2
synopGBS116158	2	NA	NA	2
synopGBS121230	2	NA	NA	2
synopGBS116479	2	NA	NA	2
synopGBS107282	2	NA	NA	2
synopGBS106564	2	NA	NA	2
synopGBS1423	2.93	NA	2.48	33
synopGBS109268	2.93	NA	NA	34
synopGBS100536	2.93	NA	NA	34
synopGBS128828	2.93	NA	NA	34
synopGBS106395	2.93	NA	NA	35
synopGBS106396	2.93	NA	NA	35
synopGBS106397	2.93	NA	NA	35
synopGBS103510	2.93	NA	NA	35
synopGBS103511	2.93	NA	NA	35
synopGBS103512	2.93	NA	NA	35
synopGBS103525	2.93	NA	NA	35
synopGBS103526	2.93	NA	NA	35
synopGBS103527	2.93	NA	NA	35
synopGBS117900	2.93	NA	NA	35
synopGBS115828	2.93	NA	NA	35
synopGBS115826	2.93	NA	NA	35
synopGBS115827	2.93	NA	NA	35
synopGBS116348	2.93	NA	NA	35
synopGBS108586	2.93	NA	NA	36
synopGBS116241	2.93	NA	NA	36
synopGBS116242	2.93	NA	NA	36
synopGBS116243	2.93	NA	NA	36
synopGBS111837	2.93	NA	NA	36
synopGBS107051	2.93	NA	NA	36
synopGBS116019	2.93	NA	NA	36
synopGBS129647	2.93	NA	NA	36
synopGBS102844	2.93	NA	NA	36
synopGBS102845	2.93	NA	NA	36
synopGBS118567	2.93	NA	NA	36
synopGBS113050	3.89	NA	NA	37
synopGBS126771	3.89	NA	NA	37
synopGBS101984	3.89	NA	NA	37
synopGBS123114	3.89	NA	NA	37
BE442721-6D	4.85	4.85	NA	NA
synopGBS118985	4.89	NA	NA	38
synopGBS100330	4.89	NA	NA	38
synopGBS102312	4.89	NA	NA	38
synopGBS125810	4.89	NA	NA	38
synopGBS106185	4.89	NA	NA	38
synopGBS114511	4.89	NA	NA	38
synopGBS118319	5.89	NA	NA	39
synopGBS127098	5.89	NA	NA	39
synopGBS129781	5.89	NA	NA	39
synopGBS107155	5.89	NA	NA	39
synopGBS116260	6.89	NA	NA	40
synopGBS122138	6.89	NA	NA	40
synopGBS122139	6.89	NA	NA	40
synopGBS103866	7.89	NA	NA	41
synopGBS103867	7.89	NA	NA	41
synopGBS126467	8.89	NA	NA	42
synopGBS103137	8.89	NA	NA	42
synopGBS122546	9.89	NA	NA	43
synopGBS127560	11.89	NA	NA	45
synopGBS115281	12.89	NA	NA	46
synopGBS115282	12.89	NA	NA	46
synopGBS168	25.89	NA	25.44	59
synopGBS169	25.89	NA	25.44	59
IWA93	26.03	26.03	NA	NA
synopGBS1287	26.77	NA	26.32	62
synopGBS105700	26.77	NA	NA	62
synopGBS128517	26.77	NA	NA	62
synopGBS109431	26.77	NA	NA	62
synopGBS126748	26.77	NA	NA	62
synopGBS107899	28.33	NA	NA	68
synopGBS124501	29.33	NA	NA	69
synopGBS107493	29.33	NA	NA	69
synopGBS126698	31.33	NA	NA	71
synopGBS100813	31.33	NA	NA	72
synopGBS389	32.33	NA	31.88	72
synopGBS123910	32.33	NA	NA	74
synopGBS1414	33.21	NA	32.76	74
synopGBS733	33.21	NA	32.76	74
synopGBS734	33.21	NA	32.76	74
synopGBS119625	33.21	NA	NA	77
synopGBS101332	33.96	NA	NA	79
synopGBS102832	33.96	NA	NA	79
synopGBS129577	33.96	NA	NA	79
synopGBS104250	33.96	NA	NA	79
synopGBS125139	33.96	NA	NA	80
synopGBS127821	33.96	NA	NA	80
synopGBS100004	33.96	NA	NA	80
synopGBS100005	33.96	NA	NA	80
synopGBS102403	33.96	NA	NA	80
synopGBS102404	33.96	NA	NA	80
synopGBS105476	33.96	NA	NA	80
synopGBS105477	33.96	NA	NA	80
synopGBS118131	33.96	NA	NA	80
synopGBS123432	33.96	NA	NA	80
synopGBS125258	33.96	NA	NA	80
synopGBS102740	33.96	NA	NA	80
synopGBS102741	33.96	NA	NA	80
synopGBS149	34.96	NA	34.51	80
synopGBS150	34.96	NA	34.51	80
synopGBS118789	34.96	NA	NA	81
synopGBS102167	34.96	NA	NA	81
BE488501-6D	35.48	35.48	NA	NA
BE490130-6D	35.48	35.48	NA	NA
synopGBS1122	35.88	NA	35.43	83
synopGBS1123	35.88	NA	35.43	83
synopGBS106637	36.53	NA	NA	83
synopGBS106638	36.53	NA	NA	83
synopGBS119967	36.53	NA	NA	83
synopGBS100664	36.53	NA	NA	83
synopGBS107375	36.53	NA	NA	84
synopGBS107468	36.53	NA	NA	84
synopGBS105775	36.53	NA	NA	84
synopGBS105776	36.53	NA	NA	84
synopGBS127480	36.53	NA	NA	85
synopGBS609	36.76	NA	36.31	85
synopGBS124585	37.53	NA	NA	86
synopGBS107041	37.53	NA	NA	86
synopGBS129001	39.53	NA	NA	88
synopGBS129002	39.53	NA	NA	88
synopGBS104036	39.53	NA	NA	88
synopGBS103829	39.53	NA	NA	88
synopGBS103830	39.53	NA	NA	88
synopGBS117088	39.53	NA	NA	88
synopGBS122043	40.53	NA	NA	89
synopGBS103155	40.53	NA	NA	89
synopGBS107789	40.53	NA	NA	89
synopGBS1228	41.53	NA	41.08	90
synopGBS120776	41.53	NA	NA	90
synopGBS116939	41.53	NA	NA	90
synopGBS116940	41.53	NA	NA	90
synopGBS107074	44.53	NA	NA	93
synopGBS104913	44.53	NA	NA	93
synopGBS107075	44.53	NA	NA	93
synopGBS104722	44.53	NA	NA	93
synopGBS116433	44.53	NA	NA	93
synopGBS114338	44.53	NA	NA	93
synopGBS104909	45.53	NA	NA	94
synopGBS104910	45.53	NA	NA	94
synopGBS104911	45.53	NA	NA	94
synopGBS104912	45.53	NA	NA	94
synopGBS126241	45.53	NA	NA	94
synopGBS126242	45.53	NA	NA	94
synopGBS115777	45.53	NA	NA	94
synopGBS115778	45.53	NA	NA	94
synopGBS115779	45.53	NA	NA	94
synopGBS124307	45.53	NA	NA	94
synopGBS112742	45.53	NA	NA	94
synopGBS112743	45.53	NA	NA	94
synopGBS118701	45.53	NA	NA	94
synopGBS107926	46.53	NA	NA	95
synopGBS113191	46.53	NA	NA	95
synopGBS126109	46.53	NA	NA	95
synopGBS109551	46.53	NA	NA	95
synopGBS112310	46.53	NA	NA	95
synopGBS112311	46.53	NA	NA	95
synopGBS112312	46.53	NA	NA	95
synopGBS123416	46.53	NA	NA	95
synopGBS101258	47.53	NA	NA	96
synopGBS106670	47.53	NA	NA	96
synopGBS125754	48.53	NA	NA	97
synopGBS105787	48.53	NA	NA	97
synopGBS118700	48.53	NA	NA	97
synopGBS113672	49.53	NA	NA	98
synopGBS113673	49.53	NA	NA	98
synopGBS115892	50.53	NA	NA	99
synopGBS114171	50.53	NA	NA	99
synopGBS113086	51.53	NA	NA	100
synopGBS122122	52.53	NA	NA	101
synopGBS121306	52.53	NA	NA	101
BE517858-6D	53.57	53.57	NA	NA
BE422443-6D	55.21	55.21	NA	NA
synopGBS116057	55.53	NA	NA	104
BE444961-6D	57.22	57.22	NA	NA
BE424523-6D	57.87	57.87	NA	NA
CD373528-6D	57.87	57.87	NA	NA
CD491758-6D	57.87	57.87	NA	NA
BF474648-6D	60.86	60.86	NA	NA
CA643341-6D	61.01	61.01	NA	NA
BG495635-6D	61.81	61.81	NA	NA
DR734151-6D	62.2	62.2	NA	NA
BF483025-6D	62.35	62.35	NA	NA
BG604419-6D	62.35	62.35	NA	NA
BG262421-6D	62.48	62.48	NA	NA
BG274266-6D	65.96	65.96	NA	NA
synopGBS754	67.18	NA	66.73	107
synopGBS110418	67.6	NA	NA	119
synopGBS111215	67.6	NA	NA	119
synopGBS112985	67.6	NA	NA	119
synopGBS112986	67.6	NA	NA	119
synopGBS125822	67.6	NA	NA	119
synopGBS125823	67.6	NA	NA	119
synopGBS125824	67.6	NA	NA	119
synopGBS125825	67.6	NA	NA	119
synopGBS111555	67.6	NA	NA	119
synopGBS108791	68.6	NA	NA	120
synopGBS121414	68.6	NA	NA	120
synopGBS127084	68.6	NA	NA	120
synopGBS127085	68.6	NA	NA	120
synopGBS111968	68.6	NA	NA	120
synopGBS116588	68.6	NA	NA	120
synopGBS105648	68.6	NA	NA	120
synopGBS121101	69.6	NA	NA	121
synopGBS105649	69.6	NA	NA	121
synopGBS119973	69.6	NA	NA	121
synopGBS123651	69.6	NA	NA	121
synopGBS106474	69.6	NA	NA	121
BE445603-6D	69.92	69.92	NA	NA
BE471015.2-6D	69.92	69.92	NA	NA
BF482824-6D	69.92	69.92	NA	NA
CD454353-6D	69.92	69.92	NA	NA
BE490825-6D	70.59	70.59	NA	NA
BE499070.3-6D	70.59	70.59	NA	NA
BE585684-6D	70.59	70.59	NA	NA
IWA458	70.59	70.59	NA	NA
CD453025-6D	70.59	70.59	NA	NA
synopGBS117551	70.6	NA	NA	122
synopGBS107285	70.6	NA	NA	122
synopGBS107879	70.6	NA	NA	122
synopGBS113806	70.6	NA	NA	122
synopGBS113833	70.6	NA	NA	122
synopGBS115505	70.6	NA	NA	122
synopGBS115506	70.6	NA	NA	122
synopGBS115507	70.6	NA	NA	122
synopGBS116928	70.6	NA	NA	122
BG606570-6D	70.97	70.97	NA	NA
IWA167	71.02	71.02	NA	NA
CD452846-6D	71.02	71.02	NA	NA
BE488526-6D	71.08	71.08	NA	NA
BF201435-6D	71.08	71.08	NA	NA
BG263145-6D	71.08	71.08	NA	NA
CD452798-6D	71.08	71.08	NA	NA
BE498988-6D	71.17	71.17	NA	NA
BE606541-6D	71.17	71.17	NA	NA
BF429355-6D	71.17	71.17	NA	NA
BF482663-6D	71.17	71.17	NA	NA
CD452447-6D	71.17	71.17	NA	NA
CD453912-6D	71.17	71.17	NA	NA
BE426418.2-6D	71.27	71.27	NA	NA
BE445667-6D	71.27	71.27	NA	NA
BE637813.3-6D	71.27	71.27	NA	NA
BE637813.4-6D	71.27	71.27	NA	NA
synopGBS112443	71.6	NA	NA	123
synopGBS107092	71.6	NA	NA	123
synopGBS126037	71.6	NA	NA	123
synopGBS103199	71.6	NA	NA	123
BE422609.5-6D	71.86	71.86	NA	NA
BE445642-6D	71.86	71.86	NA	NA
BE497556-6D	71.86	71.86	NA	NA
BE499255.5-6D	71.86	71.86	NA	NA
BF202735-6D	71.86	71.86	NA	NA
BG274742-6D	71.86	71.86	NA	NA
BM134512-6D	71.86	71.86	NA	NA
BQ167848-6D	71.86	71.86	NA	NA
CD453564-6D	71.86	71.86	NA	NA
BE425967-6D	72.27	72.27	NA	NA
BE488221-6D	72.36	72.36	NA	NA
BE489896-6D	72.36	72.36	NA	NA
BE490075-6D	72.36	72.36	NA	NA
BE490786-6D	72.36	72.36	NA	NA
BE495949-6D	72.36	72.36	NA	NA
BF484691-6D	72.36	72.36	NA	NA
CD373500-6D	72.36	72.36	NA	NA
CD373600-6D	72.36	72.36	NA	NA
synopGBS119896	73.6	NA	NA	125
synopGBS114716	73.6	NA	NA	125
synopGBS109557	73.6	NA	NA	125
synopGBS109617	73.6	NA	NA	125
synopGBS101432	73.6	NA	NA	126
synopGBS101433	73.6	NA	NA	126
BE438495-6D	74.38	74.38	NA	NA
BE586141-6D	74.38	74.38	NA	NA
BQ167890-6D	74.38	74.38	NA	NA
BE426413-6D	74.56	74.56	NA	NA
BE442905-6D	74.56	74.56	NA	NA
synopGBS322	74.6	NA	74.15	126
synopGBS101768	74.6	NA	NA	127
synopGBS126407	74.6	NA	NA	127
synopGBS126408	74.6	NA	NA	127
synopGBS104373	74.6	NA	NA	128
BE403422-6D	74.73	74.73	NA	NA
BE490805-6D	74.73	74.73	NA	NA
BF482982-6D	74.73	74.73	NA	NA
BE444256-6D	75.22	75.22	NA	NA
BE605218-6D	75.22	75.22	NA	NA
CD452643-6D	75.22	75.22	NA	NA
synopGBS1323	75.46	NA	75.01	136
synopGBS114199	75.46	NA	NA	136
synopGBS127457	75.46	NA	NA	136
synopGBS127458	75.46	NA	NA	136
synopGBS114335	75.46	NA	NA	136
synopGBS114336	75.46	NA	NA	136
synopGBS110791	75.46	NA	NA	136
synopGBS124187	75.46	NA	NA	136
synopGBS104013	75.46	NA	NA	136
synopGBS116813	75.46	NA	NA	136
synopGBS116814	75.46	NA	NA	136
synopGBS124795	75.46	NA	NA	136
synopGBS109257	75.46	NA	NA	136
synopGBS114449	75.46	NA	NA	136
synopGBS123194	75.46	NA	NA	136
synopGBS128126	75.46	NA	NA	136
synopGBS128127	75.46	NA	NA	136
synopGBS128128	75.46	NA	NA	136
synopGBS128129	75.46	NA	NA	136
synopGBS111536	75.46	NA	NA	136
synopGBS114919	75.46	NA	NA	136
synopGBS126627	75.46	NA	NA	136
synopGBS120781	75.46	NA	NA	136
synopGBS118198	75.46	NA	NA	136
synopGBS104907	75.46	NA	NA	136
synopGBS107283	75.46	NA	NA	136
synopGBS112704	75.46	NA	NA	136
synopGBS117793	75.46	NA	NA	136
synopGBS125701	75.46	NA	NA	136
synopGBS127654	75.81	NA	NA	143
synopGBS100760	75.81	NA	NA	143
synopGBS103899	75.81	NA	NA	143
synopGBS106687	75.81	NA	NA	143
synopGBS122337	75.81	NA	NA	143
synopGBS107900	75.81	NA	NA	143
synopGBS106273	75.81	NA	NA	143
synopGBS107128	75.81	NA	NA	143
synopGBS107129	75.81	NA	NA	143
synopGBS107130	75.81	NA	NA	143
synopGBS107131	75.81	NA	NA	143
synopGBS107238	75.81	NA	NA	143
synopGBS108317	75.81	NA	NA	143
synopGBS108318	75.81	NA	NA	143
synopGBS112770	75.81	NA	NA	143
synopGBS113903	75.81	NA	NA	143
synopGBS125498	75.81	NA	NA	143
synopGBS101653	75.81	NA	NA	143
synopGBS108801	75.81	NA	NA	143
synopGBS102846	75.81	NA	NA	143
synopGBS102847	75.81	NA	NA	143
synopGBS109974	75.81	NA	NA	143
synopGBS115418	75.81	NA	NA	143
synopGBS115419	75.81	NA	NA	143
synopGBS105012	75.81	NA	NA	143
synopGBS111692	75.81	NA	NA	143
synopGBS114388	75.81	NA	NA	143
synopGBS125694	75.81	NA	NA	143
synopGBS110866	75.81	NA	NA	143
synopGBS125563	75.81	NA	NA	143
BF202329-6D	76.13	76.13	NA	NA
BE604721-6D	76.7	76.7	NA	NA
synopGBS127804	76.81	NA	NA	144
synopGBS104647	76.81	NA	NA	144
synopGBS109990	76.81	NA	NA	144
synopGBS103859	76.81	NA	NA	144
synopGBS108699	76.81	NA	NA	144
synopGBS108700	76.81	NA	NA	144
synopGBS108701	76.81	NA	NA	144
synopGBS111905	76.81	NA	NA	144
synopGBS123631	76.81	NA	NA	144
synopGBS125450	76.81	NA	NA	144
synopGBS129283	76.81	NA	NA	144
synopGBS129540	76.81	NA	NA	144
synopGBS129698	76.81	NA	NA	144
synopGBS106400	76.81	NA	NA	144
synopGBS111347	76.81	NA	NA	144
synopGBS116954	76.81	NA	NA	144
synopGBS105265	77.81	NA	NA	145
synopGBS116560	77.81	NA	NA	145
synopGBS117018	77.81	NA	NA	145
synopGBS119943	77.81	NA	NA	145
synopGBS101593	77.81	NA	NA	145
synopGBS101779	77.81	NA	NA	145
synopGBS101812	77.81	NA	NA	145
synopGBS102745	77.81	NA	NA	145
synopGBS104520	77.81	NA	NA	145
synopGBS109260	77.81	NA	NA	145
synopGBS121799	77.81	NA	NA	145
synopGBS122988	77.81	NA	NA	145
synopGBS122989	77.81	NA	NA	145
synopGBS128833	77.81	NA	NA	145
synopGBS109950	77.81	NA	NA	145
synopGBS100825	78.81	NA	NA	146
synopGBS106848	78.81	NA	NA	146
synopGBS115223	78.81	NA	NA	146
synopGBS125046	78.81	NA	NA	146
synopGBS241	79.81	NA	79.36	147
synopGBS965	79.81	NA	79.36	147
synopGBS100405	79.81	NA	NA	147
synopGBS120276	79.81	NA	NA	147
BE443744-6D	80.19	80.19	NA	NA
synopGBS113076	80.24	NA	NA	153
synopGBS113077	80.24	NA	NA	153
synopGBS115139	80.24	NA	NA	153
synopGBS113683	80.24	NA	NA	153
synopGBS111233	80.24	NA	NA	153
synopGBS126607	80.24	NA	NA	153
synopGBS116613	80.24	NA	NA	153
synopGBS109393	80.24	NA	NA	153
synopGBS109394	80.24	NA	NA	153
BE403828-6D	81	81	NA	NA
synopGBS103911	81.24	NA	NA	154
synopGBS123158	81.24	NA	NA	154
synopGBS123466	81.24	NA	NA	154
synopGBS123467	81.24	NA	NA	154
synopGBS101168	81.24	NA	NA	154
synopGBS106224	81.24	NA	NA	155
synopGBS1413	81.49	NA	81.04	155
BE495008-6D	81.54	81.54	NA	NA
BE500453-6D	81.84	81.84	NA	NA
BE607026-6D	81.84	81.84	NA	NA
synopGBS1338	82.24	NA	81.79	155
synopGBS111665	82.79	NA	NA	159
synopGBS109547	82.79	NA	NA	159
synopGBS107808	82.79	NA	NA	159
synopGBS112799	82.79	NA	NA	159
synopGBS115697	82.79	NA	NA	159
synopGBS115698	82.79	NA	NA	159
synopGBS115699	82.79	NA	NA	159
synopGBS120702	82.79	NA	NA	159
synopGBS121200	82.79	NA	NA	159
synopGBS121201	82.79	NA	NA	159
synopGBS121628	82.79	NA	NA	159
synopGBS121629	82.79	NA	NA	159
synopGBS124769	82.79	NA	NA	159
synopGBS126305	82.79	NA	NA	159
synopGBS128507	82.79	NA	NA	159
synopGBS128508	82.79	NA	NA	159
synopGBS121885	82.79	NA	NA	159
synopGBS113380	82.79	NA	NA	159
synopGBS113381	82.79	NA	NA	159
synopGBS114962	82.79	NA	NA	159
synopGBS119185	82.79	NA	NA	159
synopGBS121872	82.79	NA	NA	159
synopGBS103562	82.79	NA	NA	160
synopGBS117635	82.79	NA	NA	160
synopGBS105099	82.79	NA	NA	160
synopGBS116056	82.79	NA	NA	160
synopGBS117456	82.79	NA	NA	160
synopGBS121836	82.79	NA	NA	160
synopGBS124532	82.79	NA	NA	160
synopGBS126293	82.79	NA	NA	160
BG274508-6D	83.32	83.32	NA	NA
BQ159861-6D	83.32	83.32	NA	NA
synopGBS1399	83.75	NA	83.3	160
synopGBS119075	84.79	NA	NA	162
synopGBS117922	84.79	NA	NA	162
BQ159475-6D	84.86	84.86	NA	NA
BG263680-6D	85.53	85.53	NA	NA
synopGBS114231	85.79	NA	NA	163
synopGBS117356	85.79	NA	NA	163
BE403152-6D	85.99	85.99	NA	NA
BE425153-6D	86.48	86.48	NA	NA
BE443342-6D	86.48	86.48	NA	NA
BE637311-6D	86.48	86.48	NA	NA
synopGBS117782	88.79	NA	NA	166
synopGBS770	89.79	NA	89.34	167
CD453593-6D	90.04	90.04	NA	NA
synopGBS106851	90.74	NA	NA	168
synopGBS104279	90.74	NA	NA	168
synopGBS105653	90.74	NA	NA	168
synopGBS104982	90.74	NA	NA	168
synopGBS113621	90.74	NA	NA	168
synopGBS113622	90.74	NA	NA	168
synopGBS113623	90.74	NA	NA	168
synopGBS124106	90.74	NA	NA	168
synopGBS128482	90.74	NA	NA	168
synopGBS103571	90.74	NA	NA	168
synopGBS101280	91.74	NA	NA	169
synopGBS101281	91.74	NA	NA	169
synopGBS115321	91.74	NA	NA	169
synopGBS115322	91.74	NA	NA	169
synopGBS105716	91.74	NA	NA	169
synopGBS105717	91.74	NA	NA	169
synopGBS107342	91.74	NA	NA	169
synopGBS107343	91.74	NA	NA	169
synopGBS108609	91.74	NA	NA	169
synopGBS125088	91.74	NA	NA	169
synopGBS127807	91.74	NA	NA	169
synopGBS127547	91.74	NA	NA	169
synopGBS105191	91.74	NA	NA	169
BF201071-6D	92.39	92.39	NA	NA
synopGBS112526	92.74	NA	NA	170
synopGBS102508	92.74	NA	NA	170
synopGBS102509	92.74	NA	NA	170
synopGBS105227	92.74	NA	NA	170
synopGBS105228	92.74	NA	NA	170
synopGBS102361	92.74	NA	NA	170
synopGBS102362	92.74	NA	NA	170
synopGBS104586	92.74	NA	NA	170
synopGBS105162	92.74	NA	NA	170
synopGBS105163	92.74	NA	NA	170
synopGBS110739	92.74	NA	NA	170
synopGBS110740	92.74	NA	NA	170
synopGBS110741	92.74	NA	NA	170
synopGBS110998	92.74	NA	NA	170
synopGBS122145	92.74	NA	NA	170
synopGBS112730	92.74	NA	NA	170
BE403818-6D	92.8	92.8	NA	NA
BE489069-6D	93.09	93.09	NA	NA
BE497701-6D	93.09	93.09	NA	NA
synopGBS116567	93.74	NA	NA	171
synopGBS126255	93.74	NA	NA	171
synopGBS105499	93.74	NA	NA	171
synopGBS105500	93.74	NA	NA	171
synopGBS110925	93.74	NA	NA	171
synopGBS110926	93.74	NA	NA	171
synopGBS110927	93.74	NA	NA	171
synopGBS121620	93.74	NA	NA	171
synopGBS102363	93.74	NA	NA	171
synopGBS102364	93.74	NA	NA	171
synopGBS108830	93.74	NA	NA	171
synopGBS122576	93.74	NA	NA	171
synopGBS122577	93.74	NA	NA	171
synopGBS124856	93.74	NA	NA	171
synopGBS1189	94.74	NA	94.29	172
synopGBS105103	94.74	NA	NA	172
synopGBS106764	94.74	NA	NA	172
synopGBS102796	94.74	NA	NA	172
synopGBS118390	94.74	NA	NA	172
synopGBS112646	94.74	NA	NA	172
synopGBS101723	94.74	NA	NA	175
synopGBS106633	94.74	NA	NA	175
synopGBS120197	94.74	NA	NA	175
synopGBS105637	94.74	NA	NA	175
synopGBS104570	94.74	NA	NA	176
synopGBS111196	94.74	NA	NA	176
synopGBS111197	94.74	NA	NA	176
