"local/unknown",2008-08-18T18:00:29+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"local/unknown",2008-08-18T18:00:32+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"local/unknown",2008-08-18T18:00:46+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"local/unknown",2008-08-18T18:27:34+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"66.249.79.114",2015-02-11T22:11:35-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DVA04H-98-TMP1","147.49.40.140"
"66.249.79.98",2015-02-11T22:17:50-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D739","147.49.40.140"
"66.249.79.106",2015-02-11T22:22:13-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DVA96-41-9","147.49.40.140"
"66.249.79.98",2015-02-11T22:26:37-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8596","147.49.40.140"
"66.249.79.98",2015-02-11T22:34:30-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D6028","147.49.40.140"
"66.249.79.114",2015-02-11T22:40:33-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12685","147.49.40.140"
"66.249.79.106",2015-02-11T22:42:47-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1064","147.49.40.140"
"66.249.79.106",2015-02-11T22:44:46-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D6482","147.49.40.140"
"66.249.79.98",2015-02-11T22:45:03-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D10727","147.49.40.140"
"66.249.79.106",2015-02-11T22:46:15-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12824","147.49.40.140"
"66.249.79.98",2015-02-11T22:46:24-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D4361","147.49.40.140"
"66.249.79.106",2015-02-11T22:46:34-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D1563","147.49.40.140"
"66.249.79.98",2015-02-11T22:47:01-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D14032","147.49.40.140"
"66.249.79.98",2015-02-11T22:47:32-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5880","147.49.40.140"
"66.249.79.114",2015-02-11T22:53:03-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D1002","147.49.40.140"
"66.249.79.114",2015-02-11T22:54:38-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D14123","147.49.40.140"
"66.249.79.114",2015-02-11T22:59:47-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D7346","147.49.40.140"
"66.249.79.106",2015-02-11T23:02:21-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11909","147.49.40.140"
"66.249.79.106",2015-02-11T23:07:19-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D864","147.49.40.140"
"66.249.79.106",2015-02-11T23:09:53-08:00,0,"","","%2Ft3%2Fwheatplus%2Ft3_report.php%3Fquery%3DMarkers%26opt%3D1","147.49.40.140"
"66.249.79.98",2015-02-11T23:13:27-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D10886","147.49.40.140"
"66.249.79.114",2015-02-11T23:18:01-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D2083","147.49.40.140"
"66.249.79.114",2015-02-11T23:21:59-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D9328","147.49.40.140"
"66.249.79.98",2015-02-11T23:27:32-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D14150","147.49.40.140"
"66.249.79.114",2015-02-11T23:28:15-08:00,12,"sqli id lfi","REQUEST.name%3D08OR-23+GET.name%3D08OR-23","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D08OR-23","147.49.40.140"
"66.249.79.98",2015-02-11T23:28:16-08:00,0,"","","%2Ft3%2Fwheatplus%2Ffeedback2.php","147.49.40.140"
"66.249.79.114",2015-02-11T23:32:18-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D13001","147.49.40.140"
"66.249.79.98",2015-02-11T23:36:40-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D4791","147.49.40.140"
"66.249.79.98",2015-02-11T23:42:48-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D6397","147.49.40.140"
"66.249.79.98",2015-02-11T23:47:46-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12119","147.49.40.140"
"66.249.79.106",2015-02-11T23:52:54-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8736","147.49.40.140"
"66.249.79.98",2015-02-11T23:55:59-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D2629","147.49.40.140"
"66.249.79.114",2015-02-12T01:37:12-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12355","147.49.40.140"
"66.249.79.106",2015-02-12T01:37:17-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1955","147.49.40.140"
"66.249.79.114",2015-02-12T01:37:31-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Freverse_pedigree.php%3Fline%3DAC_OXBOW","147.49.40.140"
"66.249.79.98",2015-02-12T01:37:34-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8451","147.49.40.140"
"66.249.79.114",2015-02-12T01:37:55-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D3456","147.49.40.140"
"66.249.79.114",2015-02-12T01:39:41-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DND19651","147.49.40.140"
"66.249.79.98",2015-02-12T01:41:41-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D2380","147.49.40.140"
"66.249.79.98",2015-02-12T01:44:39-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D2752","147.49.40.140"
"66.249.79.114",2015-02-12T01:45:39-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D10456","147.49.40.140"
"66.249.79.106",2015-02-12T01:48:50-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3D2B99-2771-9","147.49.40.140"
"66.249.79.114",2015-02-12T01:52:46-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8496","147.49.40.140"
"66.249.79.114",2015-02-12T01:55:10-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D2333","147.49.40.140"
"66.249.79.98",2015-02-12T01:59:31-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D1770","147.49.40.140"
"66.249.79.114",2015-02-12T02:00:42-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D3890","147.49.40.140"
"66.249.79.114",2015-02-12T02:01:53-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12897","147.49.40.140"
"66.249.79.106",2015-02-12T02:03:13-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DBISON5H-TMP2","147.49.40.140"
"66.249.79.98",2015-02-12T02:05:02-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D4467","147.49.40.140"
"66.249.79.98",2015-02-12T02:06:08-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D4892","147.49.40.140"
"66.249.79.106",2015-02-12T02:10:27-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DBCD47","147.49.40.140"
"66.249.79.114",2015-02-12T02:11:33-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DLION","147.49.40.140"
"66.249.79.106",2015-02-12T02:14:49-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8799","147.49.40.140"
"66.249.79.106",2015-02-12T02:16:30-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DVA05B-26-TMP1","147.49.40.140"
"66.249.79.98",2015-02-12T02:18:24-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Freverse_pedigree.php%3Fline%3DELLICE-TMP4","147.49.40.140"
"66.249.79.98",2015-02-12T02:22:47-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D1728","147.49.40.140"
"66.249.79.114",2015-02-12T02:26:25-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D1379","147.49.40.140"
"66.249.79.98",2015-02-12T02:39:50-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D426","147.49.40.140"
"66.249.79.98",2015-02-12T02:40:34-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DVA05B-25-TMP1","147.49.40.140"
"66.249.79.114",2015-02-12T02:43:05-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D4595","147.49.40.140"
"66.249.79.106",2015-02-12T02:46:26-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11516","147.49.40.140"
"66.249.79.114",2015-02-12T02:47:26-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D1072","147.49.40.140"
"66.249.79.98",2015-02-12T02:50:14-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D3901","147.49.40.140"
"66.249.79.114",2015-02-12T02:51:07-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D4979","147.49.40.140"
"66.249.79.42",2015-02-12T02:53:02-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D4493","147.49.40.140"
"66.249.79.34",2015-02-12T02:57:35-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D1885","147.49.40.140"
"66.249.79.114",2015-02-12T03:03:52-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8219","147.49.40.140"
"66.249.79.114",2015-02-12T03:06:39-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D9499","147.49.40.140"
"66.249.79.50",2015-02-12T03:09:34-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DND19922","147.49.40.140"
"66.249.79.106",2015-02-12T03:11:01-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D2939","147.49.40.140"
"66.249.79.106",2015-02-12T03:15:37-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D610","147.49.40.140"
"66.249.79.98",2015-02-12T03:17:10-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D1855","147.49.40.140"
"66.249.79.114",2015-02-12T03:19:47-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12501","147.49.40.140"
"66.249.79.106",2015-02-12T03:21:41-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12436","147.49.40.140"
"66.249.79.98",2015-02-12T03:29:08-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1947","147.49.40.140"
"66.249.79.106",2015-02-12T03:29:51-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D2361","147.49.40.140"
"66.249.79.114",2015-02-12T03:31:41-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D10488","147.49.40.140"
"66.249.79.114",2015-02-12T03:34:12-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D5027","147.49.40.140"
"66.249.79.106",2015-02-12T03:37:07-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D1911","147.49.40.140"
"66.249.79.106",2015-02-12T03:45:05-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D2710","147.49.40.140"
"66.249.79.98",2015-02-12T03:48:20-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D4503","147.49.40.140"
"66.249.79.114",2015-02-12T03:49:20-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D4576","147.49.40.140"
"66.249.79.114",2015-02-12T03:49:47-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D4394","147.49.40.140"
"66.249.79.106",2015-02-12T03:55:24-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D1135","147.49.40.140"
"66.249.79.106",2015-02-12T04:01:03-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DST14029-64-6-TMP2","147.49.40.140"
"66.249.79.98",2015-02-12T04:01:46-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5019","147.49.40.140"
"66.249.79.114",2015-02-12T04:05:24-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3D6B02-3316","147.49.40.140"
"66.249.79.114",2015-02-12T04:09:44-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D2089","147.49.40.140"
"66.249.79.98",2015-02-12T04:11:36-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D2665","147.49.40.140"
"66.249.79.114",2015-02-12T04:13:21-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D40","147.49.40.140"
"66.249.79.114",2015-02-12T04:17:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D10428","147.49.40.140"
"66.249.79.106",2015-02-12T04:18:54-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D4550","147.49.40.140"
"66.249.79.114",2015-02-12T04:26:04-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DM119","147.49.40.140"
"66.249.79.114",2015-02-12T04:26:51-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Freverse_pedigree.php%3Fline%3DN206-TMP13","147.49.40.140"
"66.249.79.98",2015-02-12T04:28:45-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1973","147.49.40.140"
"66.249.79.114",2015-02-12T04:34:49-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D1434","147.49.40.140"
"66.249.79.114",2015-02-12T04:39:28-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D13577","147.49.40.140"
"66.249.79.114",2015-02-12T04:43:06-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D7559","147.49.40.140"
"66.249.79.98",2015-02-12T04:46:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DSTABBC42-3-2","147.49.40.140"
"66.249.79.106",2015-02-12T04:53:58-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D874","147.49.40.140"
"66.249.79.106",2015-02-12T04:54:42-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1236","147.49.40.140"
"66.249.79.98",2015-02-12T05:02:40-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1513","147.49.40.140"
"66.249.79.98",2015-02-12T05:03:45-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D421","147.49.40.140"
"66.249.79.106",2015-02-12T05:08:49-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D1156","147.49.40.140"
"66.249.79.98",2015-02-12T05:09:56-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D2977","147.49.40.140"
"66.249.79.106",2015-02-12T05:12:29-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1499","147.49.40.140"
"66.249.79.106",2015-02-12T05:16:07-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DMN03-30","147.49.40.140"
"66.249.79.98",2015-02-12T05:18:01-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11201","147.49.40.140"
"66.249.79.106",2015-02-12T05:21:31-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D1030","147.49.40.140"
"66.249.79.114",2015-02-12T05:22:11-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8735","147.49.40.140"
"66.249.79.106",2015-02-12T05:24:04-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DVA04H-112","147.49.40.140"
"66.249.79.114",2015-02-12T05:33:50-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D2332","147.49.40.140"
"66.249.79.98",2015-02-12T05:38:11-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D3095","147.49.40.140"
"66.249.79.114",2015-02-12T05:39:17-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D1437","147.49.40.140"
"66.249.79.114",2015-02-12T05:42:54-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D15287","147.49.40.140"
"66.249.79.114",2015-02-12T05:45:41-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D2083","147.49.40.140"
"66.249.79.98",2015-02-12T05:50:11-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DHAZEN-TMP2","147.49.40.140"
"66.249.79.98",2015-02-12T05:51:15-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D1218","147.49.40.140"
"66.249.79.114",2015-02-12T05:54:30-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D2752","147.49.40.140"
"66.249.79.114",2015-02-12T05:56:19-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D2323","147.49.40.140"
"66.249.79.114",2015-02-12T05:58:52-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D6401","147.49.40.140"
"66.249.79.106",2015-02-12T06:05:24-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5360","147.49.40.140"
"66.249.79.98",2015-02-12T06:09:44-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11738","147.49.40.140"
"66.249.79.98",2015-02-12T06:16:15-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5375","147.49.40.140"
"66.249.79.98",2015-02-12T06:23:12-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12434","147.49.40.140"
"66.249.79.114",2015-02-12T06:25:28-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DND23824","147.49.40.140"
"66.249.79.98",2015-02-12T06:31:08-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D7165","147.49.40.140"
"66.249.79.98",2015-02-12T06:31:51-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DHENRY-TMP2","147.49.40.140"
"66.249.79.106",2015-02-12T06:36:34-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8697","147.49.40.140"
"66.249.79.106",2015-02-12T06:41:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D1058","147.49.40.140"
"66.249.79.98",2015-02-12T06:42:01-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DVA05B-121","147.49.40.140"
"66.249.79.106",2015-02-12T06:42:54-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D14233","147.49.40.140"
"66.249.79.114",2015-02-12T06:48:33-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D3405","147.49.40.140"
"66.249.79.106",2015-02-12T06:50:21-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D1053","147.49.40.140"
"66.249.79.106",2015-02-12T06:51:06-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DELLICE","147.49.40.140"
"128.84.15.71",2015-02-12T06:51:58-08:00,0,"","","%2Ft3%2Fwheatplus%2F","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:03-08:00,0,"","","%2Ft3%2Fwheatplus%2F","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:07-08:00,0,"","","%2Ft3%2Fwheatplus%2Fdownloads%2Fselect_all.php","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:08-08:00,0,"","","%2Ft3%2Fwheatplus%2Fdownloads%2Fselect_all.php%3Ffunction%3Dstep1yearprog%26bp%3D4%26pt%3DBreedingProgram","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:10-08:00,0,"","","%2Ft3%2Fwheatplus%2Fdownloads%2Fselect_all.php%3Ffunction%3Dtype1experiments%26bp%3D4%26yrs%3D2007%26pt%3DBreedingProgram","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:11-08:00,0,"","","%2Ft3%2Fwheatplus%2Fdownloads%2Fselect_all.php%3Ffunction%3Dtype1traits%26exps%3D94","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:13-08:00,0,"","","%2Ft3%2Fwheatplus%2Fdownloads%2Fselect_all.php%3Ffunction%3Dtype1traits%26exps%3D105","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:14-08:00,0,"","","%2Ft3%2Fwheatplus%2Fdownloads%2Fselect_all.php%3Ffunction%3Dtype1traits%26exps%3D299","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:15-08:00,0,"","","%2Ft3%2Fwheatplus%2Fdownloads%2Fselect_all.php%3Ffunction%3Dstep5programs%26exps%3D299%26pi%3D5%26subset%3D","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:15-08:00,0,"","","%2Ft3%2Fwheatplus%2Fdownloads%2Fselect_all.php%3Ffunction%3Dtype1markers%26bp%3D4%26lines%3D%26exps%3D299%26t%3D5%26mm%3D%26mmaf%3D%26subset%3D","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:15-08:00,0,"","","%2Ft3%2Fwheatplus%2Fside_menu.php","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:15-08:00,0,"","","%2Ft3%2Fwheatplus%2Fdownloads%2Fselect_all.php%3Ffunction%3Drefreshtitle%26lines%3D%26exps%3D299%26pi%3D5%26subset%3D%26cmd%3Dundefined%26menu%3DBreedingProgram","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:19-08:00,0,"","","%2Ft3%2Fwheatplus%2Fcurator_data%2Fexp_design.php","147.49.40.140"
"128.84.15.71",2015-02-12T06:52:19-08:00,0,"","","%2Ft3%2Fwheatplus%2Fcurator_data%2Fexp_design.php%3Ffunction%3DselectProg","147.49.40.140"
